location_name,QAQC,event_year,event_name_calc,Module,Direction,Spherical_Densiometer_Tally
CHIC014,-1,2013,CHIC014Q,1,W,91
CHIC017,0,2014,CHIC017,3,W,79
CHIC017,0,2014,CHIC017,4,E,80
CHIC017,0,2014,CHIC017,2,S,65
CHIC017,0,2014,CHIC017,3,S,64
CHIC017,0,2014,CHIC017,1,S,70
CHIC017,0,2014,CHIC017,1,W,88
CHIC017,0,2014,CHIC017,3,N,90
CHIC017,0,2014,CHIC017,2,N,74
CHIC017,0,2014,CHIC017,2,W,91
CHIC017,0,2014,CHIC017,1,E,83
CHIC017,0,2014,CHIC017,1,N,84
CHIC017,0,2014,CHIC017,4,W,73
CHIC017,0,2014,CHIC017,4,N,90
CHIC017,0,2014,CHIC017,3,E,89
CHIC017,0,2014,CHIC017,4,S,85
CHIC017,0,2014,CHIC017,2,E,87
CHIC017,-1,2014,CHIC017Q,4,N,81
CHIC017,-1,2014,CHIC017Q,1,W,84
CHIC017,-1,2014,CHIC017Q,1,E,79
CHIC017,-1,2014,CHIC017Q,1,N,73
CHIC017,-1,2014,CHIC017Q,3,N,81
CHIC017,-1,2014,CHIC017Q,3,W,72
CHIC017,-1,2014,CHIC017Q,4,W,73
CHIC017,-1,2014,CHIC017Q,2,W,78
CHIC017,-1,2014,CHIC017Q,1,S,77
CHIC017,-1,2014,CHIC017Q,2,E,80
CHIC017,-1,2014,CHIC017Q,2,N,68
CHIC017,-1,2014,CHIC017Q,3,S,70
CHIC017,-1,2014,CHIC017Q,3,E,84
CHIC017,-1,2014,CHIC017Q,4,E,71
CHIC017,-1,2014,CHIC017Q,4,S,77
CHIC017,-1,2014,CHIC017Q,2,S,68
LOOK003,0,2016,LOOK003,3,E,93
LOOK003,0,2016,LOOK003,1,N,79
LOOK003,0,2016,LOOK003,3,N,87
LOOK003,0,2016,LOOK003,3,W,93
LOOK003,0,2016,LOOK003,2,S,83
LOOK003,0,2016,LOOK003,2,N,83
LOOK003,0,2016,LOOK003,4,W,81
LOOK003,0,2016,LOOK003,4,E,88
LOOK003,0,2016,LOOK003,2,E,92
LOOK003,0,2016,LOOK003,2,W,79
LOOK003,0,2016,LOOK003,1,W,80
LOOK003,0,2016,LOOK003,1,E,78
LOOK003,0,2016,LOOK003,1,S,80
LOOK003,0,2016,LOOK003,4,S,83
LOOK003,0,2016,LOOK003,4,N,84
LOOK003,0,2016,LOOK003,3,S,86
LOOK003,-1,2016,LOOK003Q,4,N,81
LOOK003,-1,2016,LOOK003Q,4,W,91
LOOK003,-1,2016,LOOK003Q,4,E,91
LOOK003,-1,2016,LOOK003Q,1,S,86
LOOK003,-1,2016,LOOK003Q,1,W,91
LOOK003,-1,2016,LOOK003Q,2,S,83
LOOK003,-1,2016,LOOK003Q,2,E,94
LOOK003,-1,2016,LOOK003Q,3,N,90
LOOK003,-1,2016,LOOK003Q,2,W,79
LOOK003,-1,2016,LOOK003Q,1,N,86
LOOK003,-1,2016,LOOK003Q,3,W,96
LOOK003,-1,2016,LOOK003Q,3,S,89
LOOK003,-1,2016,LOOK003Q,3,E,94
LOOK003,-1,2016,LOOK003Q,1,E,86
LOOK003,-1,2016,LOOK003Q,2,N,92
LOOK003,-1,2016,LOOK003Q,4,S,96
LOOK005,0,2011,LOOK005,2,N,54
LOOK005,0,2011,LOOK005,2,W,63
LOOK005,0,2011,LOOK005,1,E,89
LOOK005,0,2011,LOOK005,4,N,82
LOOK005,0,2011,LOOK005,2,S,87
LOOK005,0,2011,LOOK005,4,E,80
LOOK005,0,2011,LOOK005,4,W,82
LOOK005,0,2011,LOOK005,3,S,85
LOOK005,0,2011,LOOK005,1,S,84
LOOK005,0,2011,LOOK005,3,W,69
LOOK005,0,2011,LOOK005,3,N,80
LOOK005,0,2011,LOOK005,3,E,82
LOOK005,0,2011,LOOK005,4,S,79
LOOK005,0,2011,LOOK005,1,W,78
LOOK005,0,2011,LOOK005,1,N,76
LOOK005,0,2011,LOOK005,2,E,90
LOOK005,-1,2011,LOOK005Q,4,S,86
LOOK005,-1,2011,LOOK005Q,2,E,95
LOOK005,-1,2011,LOOK005Q,1,W,87
LOOK005,-1,2011,LOOK005Q,4,E,87
LOOK005,-1,2011,LOOK005Q,3,E,93
LOOK005,-1,2011,LOOK005Q,4,W,85
LOOK005,-1,2011,LOOK005Q,2,N,72
LOOK005,-1,2011,LOOK005Q,2,W,90
LOOK005,-1,2011,LOOK005Q,2,S,95
LOOK005,-1,2011,LOOK005Q,1,S,80
LOOK005,-1,2011,LOOK005Q,3,W,73
LOOK005,-1,2011,LOOK005Q,4,N,80
LOOK005,-1,2011,LOOK005Q,3,S,91
LOOK005,-1,2011,LOOK005Q,1,E,84
LOOK005,-1,2011,LOOK005Q,1,N,83
LOOK005,-1,2011,LOOK005Q,3,N,81
LOOK013,0,2013,LOOK013,1,S,84
LOOK013,0,2013,LOOK013,4,N,75
LOOK013,0,2013,LOOK013,3,W,70
LOOK013,0,2013,LOOK013,3,S,91
LOOK013,0,2013,LOOK013,1,E,86
LOOK013,0,2013,LOOK013,1,W,90
LOOK013,0,2013,LOOK013,1,N,84
LOOK013,0,2013,LOOK013,2,N,89
LOOK013,0,2013,LOOK013,2,E,85
LOOK013,0,2013,LOOK013,4,W,82
LOOK013,0,2013,LOOK013,4,E,88
LOOK013,0,2013,LOOK013,2,S,87
LOOK013,0,2013,LOOK013,3,N,86
LOOK013,0,2013,LOOK013,4,S,91
LOOK013,0,2013,LOOK013,3,E,92
LOOK013,0,2013,LOOK013,2,W,79
LOOK013,-1,2013,LOOK013Q,4,N,66
LOOK013,-1,2013,LOOK013Q,3,N,68
LOOK013,-1,2013,LOOK013Q,2,N,71
LOOK013,-1,2013,LOOK013Q,1,N,53
LOOK013,-1,2013,LOOK013Q,1,S,59
LOOK013,-1,2013,LOOK013Q,4,S,60
LOOK013,-1,2013,LOOK013Q,2,E,65
LOOK013,-1,2013,LOOK013Q,3,E,75
LOOK013,-1,2013,LOOK013Q,1,E,64
LOOK013,-1,2013,LOOK013Q,4,W,65
LOOK013,-1,2013,LOOK013Q,2,S,62
LOOK013,-1,2013,LOOK013Q,4,E,68
LOOK013,-1,2013,LOOK013Q,2,W,63
LOOK013,-1,2013,LOOK013Q,3,W,65
LOOK013,-1,2013,LOOK013Q,1,W,63
LOOK013,-1,2013,LOOK013Q,3,S,80
MACA027,0,2013,MACA027,2,E,87
MACA027,0,2013,MACA027,3,E,79
MACA027,0,2013,MACA027,1,E,80
MACA027,0,2013,MACA027,1,W,91
MACA027,0,2013,MACA027,4,N,90
MACA027,0,2013,MACA027,2,N,92
MACA027,0,2013,MACA027,1,N,81
MACA027,0,2013,MACA027,1,S,89
MACA027,0,2013,MACA027,3,S,88
MACA027,0,2013,MACA027,4,S,85
MACA027,0,2013,MACA027,4,W,89
MACA027,0,2013,MACA027,2,S,83
MACA027,0,2013,MACA027,3,W,91
MACA027,0,2013,MACA027,4,E,82
MACA027,0,2013,MACA027,2,W,91
MACA027,0,2013,MACA027,3,N,89
MACA027,-1,2013,MACA027Q,3,N,88
MACA027,-1,2013,MACA027Q,3,W,86
MACA027,-1,2013,MACA027Q,3,E,91
MACA027,-1,2013,MACA027Q,1,N,85
MACA027,-1,2013,MACA027Q,2,S,87
MACA027,-1,2013,MACA027Q,4,N,87
MACA027,-1,2013,MACA027Q,2,E,90
MACA027,-1,2013,MACA027Q,4,E,84
MACA027,-1,2013,MACA027Q,2,N,89
MACA027,-1,2013,MACA027Q,1,W,89
MACA027,-1,2013,MACA027Q,4,S,82
MACA027,-1,2013,MACA027Q,2,W,88
MACA027,-1,2013,MACA027Q,1,E,90
MACA027,-1,2013,MACA027Q,4,W,83
MACA027,-1,2013,MACA027Q,1,S,89
MACA027,-1,2013,MACA027Q,3,S,83
MACA018,0,2013,MACA018,2,E,84
MACA018,0,2013,MACA018,1,E,89
MACA018,0,2013,MACA018,3,N,86
MACA018,0,2013,MACA018,1,N,89
MACA018,0,2013,MACA018,1,W,84
MACA018,0,2013,MACA018,3,W,91
MACA018,0,2013,MACA018,2,W,91
MACA018,0,2013,MACA018,3,S,91
MACA018,0,2013,MACA018,4,N,89
MACA018,0,2013,MACA018,4,E,85
MACA018,0,2013,MACA018,4,W,87
MACA018,0,2013,MACA018,2,S,92
MACA018,0,2013,MACA018,2,N,85
MACA018,0,2013,MACA018,4,S,91
MACA018,0,2013,MACA018,3,E,84
MACA018,0,2013,MACA018,1,S,93
MACA018,-1,2013,MACA018Q,2,S,91
MACA018,-1,2013,MACA018Q,1,S,91
MACA018,-1,2013,MACA018Q,1,N,94
MACA018,-1,2013,MACA018Q,4,S,89
MACA018,-1,2013,MACA018Q,2,E,93
MACA018,-1,2013,MACA018Q,4,N,92
MACA018,-1,2013,MACA018Q,1,W,88
MACA018,-1,2013,MACA018Q,2,N,92
MACA018,-1,2013,MACA018Q,2,W,89
MACA018,-1,2013,MACA018Q,3,W,91
MACA018,-1,2013,MACA018Q,3,S,91
MACA018,-1,2013,MACA018Q,4,W,90
MACA018,-1,2013,MACA018Q,3,N,87
MACA018,-1,2013,MACA018Q,4,E,89
MACA018,-1,2013,MACA018Q,3,E,87
MACA018,-1,2013,MACA018Q,1,E,93
LOOK006,-1,2017,LOOK006Q,1,N,88
LOOK006,-1,2017,LOOK006Q,1,E,90
LOOK006,-1,2017,LOOK006Q,1,S,82
LOOK006,-1,2017,LOOK006Q,1,W,90
LOOK006,-1,2017,LOOK006Q,2,N,93
LOOK006,-1,2017,LOOK006Q,2,E,94
LOOK006,-1,2017,LOOK006Q,2,S,87
LOOK006,-1,2017,LOOK006Q,2,W,87
LOOK006,-1,2017,LOOK006Q,3,N,92
LOOK006,-1,2017,LOOK006Q,3,E,86
LOOK006,-1,2017,LOOK006Q,3,S,91
LOOK006,-1,2017,LOOK006Q,3,W,91
LOOK006,-1,2017,LOOK006Q,4,N,91
LOOK006,-1,2017,LOOK006Q,4,E,85
LOOK006,-1,2017,LOOK006Q,4,S,81
LOOK006,-1,2017,LOOK006Q,4,W,92
LOOK006,0,2017,LOOK006,1,N,83
LOOK006,0,2017,LOOK006,1,E,91
LOOK006,0,2017,LOOK006,1,S,84
LOOK006,0,2017,LOOK006,1,W,90
LOOK006,0,2017,LOOK006,2,N,90
LOOK006,0,2017,LOOK006,2,E,93
LOOK006,0,2017,LOOK006,2,S,87
LOOK006,0,2017,LOOK006,2,W,92
LOOK006,0,2017,LOOK006,3,N,94
LOOK006,0,2017,LOOK006,3,E,86
LOOK006,0,2017,LOOK006,3,S,96
LOOK006,0,2017,LOOK006,3,W,92
LOOK006,0,2017,LOOK006,4,N,88
LOOK006,0,2017,LOOK006,4,E,96
LOOK006,0,2017,LOOK006,4,S,96
LOOK006,0,2017,LOOK006,4,W,92
CHIC009,0,2017,CHIC009,1,N,85
CHIC009,0,2017,CHIC009,1,E,84
CHIC009,0,2017,CHIC009,1,S,89
CHIC009,0,2017,CHIC009,1,W,81
CHIC009,0,2017,CHIC009,2,N,86
CHIC009,0,2017,CHIC009,2,E,93
CHIC009,0,2017,CHIC009,2,S,90
CHIC009,0,2017,CHIC009,2,W,83
CHIC009,0,2017,CHIC009,3,N,82
CHIC009,0,2017,CHIC009,3,E,88
CHIC009,0,2017,CHIC009,3,S,86
CHIC009,0,2017,CHIC009,3,W,90
CHIC009,0,2017,CHIC009,4,N,94
CHIC009,0,2017,CHIC009,4,E,89
CHIC009,0,2017,CHIC009,4,S,78
CHIC009,0,2017,CHIC009,4,W,91
CHIC009,-1,2017,CHIC009Q,1,N,82
CHIC009,-1,2017,CHIC009Q,1,E,84
CHIC009,-1,2017,CHIC009Q,1,S,68
CHIC009,-1,2017,CHIC009Q,1,W,79
CHIC009,-1,2017,CHIC009Q,2,N,77
CHIC009,-1,2017,CHIC009Q,2,E,83
CHIC009,-1,2017,CHIC009Q,2,S,84
CHIC009,-1,2017,CHIC009Q,2,W,73
CHIC009,-1,2017,CHIC009Q,3,N,84
CHIC009,-1,2017,CHIC009Q,3,E,92
CHIC009,-1,2017,CHIC009Q,3,S,79
CHIC009,-1,2017,CHIC009Q,3,W,84
CHIC009,-1,2017,CHIC009Q,4,N,87
CHIC009,-1,2017,CHIC009Q,4,E,87
CHIC009,-1,2017,CHIC009Q,4,S,66
CHIC009,-1,2017,CHIC009Q,4,W,77
MACA012,-1,2017,MACA012Q,1,N,95
MACA012,-1,2017,MACA012Q,1,E,91
MACA012,-1,2017,MACA012Q,1,S,95
MACA012,-1,2017,MACA012Q,1,W,92
MACA012,-1,2017,MACA012Q,2,N,90
MACA012,-1,2017,MACA012Q,2,E,91
MACA012,-1,2017,MACA012Q,2,S,93
MACA012,-1,2017,MACA012Q,2,W,95
MACA012,-1,2017,MACA012Q,3,N,90
MACA012,-1,2017,MACA012Q,3,E,90
MACA012,-1,2017,MACA012Q,3,S,89
MACA012,-1,2017,MACA012Q,3,W,95
MACA012,-1,2017,MACA012Q,4,N,94
MACA012,-1,2017,MACA012Q,4,E,95
MACA012,-1,2017,MACA012Q,4,S,92
MACA012,-1,2017,MACA012Q,4,W,94
MACA012,0,2017,MACA012,1,N,82
MACA012,0,2017,MACA012,1,E,89
MACA012,0,2017,MACA012,1,S,88
MACA012,0,2017,MACA012,1,W,82
MACA012,0,2017,MACA012,2,N,84
MACA012,0,2017,MACA012,2,E,85
MACA012,0,2017,MACA012,2,S,78
MACA012,0,2017,MACA012,2,W,79
MACA012,0,2017,MACA012,3,N,81
MACA012,0,2017,MACA012,3,E,84
MACA012,0,2017,MACA012,3,S,83
MACA012,0,2017,MACA012,3,W,88
MACA012,0,2017,MACA012,4,N,87
MACA012,0,2017,MACA012,4,E,85
MACA012,0,2017,MACA012,4,S,84
MACA012,0,2017,MACA012,4,W,85
MACA009,0,2017,MACA009,1,N,91
MACA009,0,2017,MACA009,1,E,82
MACA009,0,2017,MACA009,1,S,85
MACA009,0,2017,MACA009,1,W,89
MACA009,0,2017,MACA009,2,N,94
MACA009,0,2017,MACA009,2,E,89
MACA009,0,2017,MACA009,2,S,85
MACA009,0,2017,MACA009,2,W,93
MACA009,0,2017,MACA009,3,N,94
MACA009,0,2017,MACA009,3,E,91
MACA009,0,2017,MACA009,3,S,91
MACA009,0,2017,MACA009,3,W,92
MACA009,0,2017,MACA009,4,N,95
MACA009,0,2017,MACA009,4,E,96
MACA009,0,2017,MACA009,4,S,91
MACA009,0,2017,MACA009,4,W,92
MACA009,-1,2017,MACA009Q,1,N,90
MACA009,-1,2017,MACA009Q,1,E,90
MACA009,-1,2017,MACA009Q,1,S,92
MACA009,-1,2017,MACA009Q,1,W,89
MACA009,-1,2017,MACA009Q,2,N,92
MACA009,-1,2017,MACA009Q,2,E,89
MACA009,-1,2017,MACA009Q,2,S,88
MACA009,-1,2017,MACA009Q,2,W,83
MACA009,-1,2017,MACA009Q,3,N,88
MACA009,-1,2017,MACA009Q,3,E,88
MACA009,-1,2017,MACA009Q,3,S,89
MACA009,-1,2017,MACA009Q,3,W,87
MACA009,-1,2017,MACA009Q,4,N,89
MACA009,-1,2017,MACA009Q,4,E,91
MACA009,-1,2017,MACA009Q,4,S,88
MACA009,-1,2017,MACA009Q,4,W,89
MACA061,-1,2017,MACA061Q,1,E,84
MACA061,-1,2017,MACA061Q,1,S,85
MACA061,-1,2017,MACA061Q,1,W,89
MACA061,-1,2017,MACA061Q,2,N,86
MACA061,-1,2017,MACA061Q,2,E,85
MACA061,-1,2017,MACA061Q,2,S,89
MACA061,-1,2017,MACA061Q,2,W,91
MACA061,-1,2017,MACA061Q,3,N,91
MACA061,-1,2017,MACA061Q,3,E,91
MACA061,-1,2017,MACA061Q,3,S,88
MACA061,-1,2017,MACA061Q,3,W,92
MACA061,-1,2017,MACA061Q,4,N,91
MACA061,-1,2017,MACA061Q,4,E,91
MACA061,-1,2017,MACA061Q,4,S,88
MACA061,-1,2017,MACA061Q,4,W,89
MACA061,-1,2017,MACA061Q,1,N,85
MACA061,0,2017,MACA061,1,N,93
MACA061,0,2017,MACA061,1,E,95
MACA061,0,2017,MACA061,1,S,95
MACA061,0,2017,MACA061,1,W,94
MACA061,0,2017,MACA061,2,N,95
MACA061,0,2017,MACA061,2,E,94
MACA061,0,2017,MACA061,2,S,94
MACA061,0,2017,MACA061,2,W,92
MACA061,0,2017,MACA061,3,N,94
MACA061,0,2017,MACA061,3,E,94
MACA061,0,2017,MACA061,3,S,92
MACA061,0,2017,MACA061,3,W,95
MACA061,0,2017,MACA061,4,N,94
MACA061,0,2017,MACA061,4,E,91
MACA061,0,2017,MACA061,4,S,96
MACA061,0,2017,MACA061,4,W,94
MACA060,0,2017,MACA060,1,N,86
MACA060,0,2017,MACA060,1,E,84
MACA060,0,2017,MACA060,1,S,91
MACA060,0,2017,MACA060,1,W,87
MACA060,0,2017,MACA060,2,N,86
MACA060,0,2017,MACA060,2,E,92
MACA060,0,2017,MACA060,2,S,92
MACA060,0,2017,MACA060,2,W,89
MACA060,0,2017,MACA060,3,N,88
MACA060,0,2017,MACA060,3,E,93
MACA060,0,2017,MACA060,3,S,91
MACA060,0,2017,MACA060,3,W,87
MACA060,0,2017,MACA060,4,N,87
MACA060,0,2017,MACA060,4,E,89
MACA060,0,2017,MACA060,4,S,93
MACA060,0,2017,MACA060,4,W,89
MACA060,-1,2017,MACA060Q,1,N,92
MACA060,-1,2017,MACA060Q,1,E,94
MACA060,-1,2017,MACA060Q,1,S,95
MACA060,-1,2017,MACA060Q,1,W,94
MACA060,-1,2017,MACA060Q,2,N,91
MACA060,-1,2017,MACA060Q,2,E,93
MACA060,-1,2017,MACA060Q,2,S,90
MACA060,-1,2017,MACA060Q,2,W,92
MACA060,-1,2017,MACA060Q,3,N,94
MACA060,-1,2017,MACA060Q,3,E,95
MACA060,-1,2017,MACA060Q,3,S,92
MACA060,-1,2017,MACA060Q,3,W,94
MACA060,-1,2017,MACA060Q,4,N,95
MACA060,-1,2017,MACA060Q,4,E,93
MACA060,-1,2017,MACA060Q,4,S,94
MACA060,-1,2017,MACA060Q,4,W,93